ticker,name,exchange,currency,price,market_cap_usd,dollar_volume_usd,first_trade,fifty_two_week_high,pulled,source
SITE,"SiteOne Landscape Supply, Inc.",NYQ,USD,98.47,4298746368.0,80573668.0,2016-05-12,168.56,2026-09-04,Yahoo Finance screener via yfinance
AYA.TO,Aya Gold & Silver Inc.,TOR,CAD,41.1,4292758594.0,36779052.0,2008-07-24,41.98,2026-09-04,Yahoo Finance screener via yfinance
LNR.TO,Linamar Corporation,TOR,CAD,100.19,4285291185.0,10339831.0,1995-01-12,110.58,2026-09-04,Yahoo Finance screener via yfinance
WK,Workiva Inc.,NYQ,USD,78.59,4276591616.0,69889773.0,2014-12-12,97.095,2026-09-04,Yahoo Finance screener via yfinance
ITGR,Integer Holdings Corporation,NYQ,USD,125.5,4266001920.0,109982804.0,2000-09-29,126.14,2026-09-04,Yahoo Finance screener via yfinance
LMND,"Lemonade, Inc.",NYQ,USD,55.08,4263005696.0,77688688.0,2020-07-02,99.9,2026-09-04,Yahoo Finance screener via yfinance
OPLN,"OPENLANE, Inc.",NYQ,USD,34.9,4260238336.0,41983758.0,2009-12-11,42.9,2026-09-04,Yahoo Finance screener via yfinance
CCC,CCC Intelligent Solutions Holdings Inc.,NMS,USD,7.22,4252541440.0,71512642.0,2020-10-05,9.91,2026-09-04,Yahoo Finance screener via yfinance
TCBI,"Texas Capital Bancshares, Inc.",NMS,USD,97.81,4252227840.0,49641998.0,2003-08-13,108.92,2026-09-04,Yahoo Finance screener via yfinance
ARIS,Aris Mining Corporation,NYQ,USD,20.55,4242150400.0,32010735.0,2010-10-08,23.29,2026-09-04,Yahoo Finance screener via yfinance
UCB,"United Community Banks, Inc.",NYQ,USD,35.39,4238441728.0,33344953.0,2002-03-21,37.18,2026-09-04,Yahoo Finance screener via yfinance
FCN,"FTI Consulting, Inc.",NYQ,USD,153.36,4234511360.0,67512446.0,1996-05-09,189.3,2026-09-04,Yahoo Finance screener via yfinance
LEGN,Legend Biotech Corporation,NMS,USD,21.75,4230123008.0,53347204.0,2020-06-05,37.5,2026-09-04,Yahoo Finance screener via yfinance
SLG,SL Green Realty Corp.,NYQ,USD,54.91,4213146880.0,58000884.0,1997-08-15,66.29,2026-09-04,Yahoo Finance screener via yfinance
CBT,Cabot Corporation,NYQ,USD,81.19,4191921664.0,41581540.0,1980-11-05,94.53,2026-09-04,Yahoo Finance screener via yfinance
UWMC,UWM Holdings Corporation,NYQ,USD,1.46,4184347648.0,31797979.0,2020-05-01,7.14,2026-09-04,Yahoo Finance screener via yfinance
ITRI,"Itron, Inc.",NMS,USD,95.55,4183824384.0,73913467.0,1993-11-05,142.0,2026-09-04,Yahoo Finance screener via yfinance
BFH,"Bread Financial Holdings, Inc.",NYQ,USD,108.79,4179632128.0,67377128.0,2001-06-15,114.53,2026-09-04,Yahoo Finance screener via yfinance
CATY,Cathay General Bancorp,NMS,USD,62.58,4174950912.0,30613010.0,1990-12-14,65.26,2026-09-04,Yahoo Finance screener via yfinance
MIR,"Mirion Technologies, Inc.",NYQ,USD,16.76,4173954816.0,66913965.0,2020-08-20,30.277,2026-09-04,Yahoo Finance screener via yfinance
RLAY,"Relay Therapeutics, Inc.",NGM,USD,19.01,4165882368.0,59222366.0,2020-07-16,21.27,2026-09-04,Yahoo Finance screener via yfinance
ICUI,"ICU Medical, Inc.",NMS,USD,166.29,4158420224.0,50195967.0,1992-03-31,192.85,2026-09-04,Yahoo Finance screener via yfinance
SKE,Skeena Resources Limited,NYQ,USD,33.11,4154070272.0,26771918.0,2002-02-05,38.77,2026-09-04,Yahoo Finance screener via yfinance
MDU,"MDU Resources Group, Inc.",NYQ,USD,19.73,4150194688.0,29237532.0,1973-02-21,22.98,2026-09-04,Yahoo Finance screener via yfinance
DIOD,Diodes Incorporated,NMS,USD,89.945,4142120448.0,56413324.0,1973-02-21,125.99,2026-09-04,Yahoo Finance screener via yfinance
EQB.TO,EQB Inc.,TOR,CAD,133.97,4135146621.0,10238353.0,2004-05-07,150.32,2026-09-04,Yahoo Finance screener via yfinance
AZZ,AZZ Inc.,NYQ,USD,137.45,4130578688.0,40514487.0,1980-03-17,162.2,2026-09-04,Yahoo Finance screener via yfinance
KLIC,"Kulicke and Soffa Industries, Inc.",NMS,USD,78.82,4124580864.0,83147533.0,1973-02-21,135.8,2026-09-04,Yahoo Finance screener via yfinance
MNDY,monday.com Ltd.,NMS,USD,97.33,4114540288.0,137024094.0,2021-06-10,220.8,2026-09-04,Yahoo Finance screener via yfinance
INDV,"Indivior Pharmaceuticals, Inc.",NMS,USD,34.83,4110998784.0,71271932.0,2014-12-29,42.81,2026-09-04,Yahoo Finance screener via yfinance
PARR,"Par Pacific Holdings, Inc.",NYQ,USD,81.98,4107167744.0,79478872.0,2012-09-05,87.03,2026-09-04,Yahoo Finance screener via yfinance
CDP,COPT Defense Properties,NYQ,USD,35.3,4089309184.0,33851217.0,1991-12-31,38.9,2026-09-04,Yahoo Finance screener via yfinance
MAT,"Mattel, Inc.",NMS,USD,14.3,4085510144.0,61711364.0,1976-06-17,22.48,2026-09-04,Yahoo Finance screener via yfinance
TNL,Travel + Leisure Co.,NYQ,USD,66.4,4069130496.0,49860690.0,2006-07-19,81.0,2026-09-04,Yahoo Finance screener via yfinance
IRTC,"iRhythm Holdings, Inc.",NMS,USD,123.43,4068623616.0,74099102.0,2016-10-20,212.0,2026-09-04,Yahoo Finance screener via yfinance
GEO,"The GEO Group, Inc.",NYQ,USD,30.88,4064412672.0,64256741.0,1994-07-27,33.15,2026-09-04,Yahoo Finance screener via yfinance
CNS,"Cohen & Steers, Inc.",NYQ,USD,78.99,4061786624.0,22047452.0,2004-08-16,86.56,2026-09-04,Yahoo Finance screener via yfinance
CNK,"Cinemark Holdings, Inc.",NYQ,USD,34.99,4055756032.0,88391038.0,2007-04-24,38.98,2026-09-04,Yahoo Finance screener via yfinance
WSFS,WSFS Financial Corporation,NMS,USD,78.78,4048346624.0,35253105.0,1986-11-26,82.94,2026-09-04,Yahoo Finance screener via yfinance
COLD,"Americold Realty Trust, Inc.",NYQ,USD,14.11,4047409408.0,57617310.0,2018-01-19,16.88,2026-09-04,Yahoo Finance screener via yfinance
GPGI,"GPGI, Inc.",NYQ,USD,13.96,4046865408.0,22283259.0,2020-11-19,26.78,2026-09-04,Yahoo Finance screener via yfinance
VVV,Valvoline Inc.,NYQ,USD,31.69,4041618432.0,67028755.0,2016-09-23,41.33,2026-09-04,Yahoo Finance screener via yfinance
KTB,"Kontoor Brands, Inc.",NYQ,USD,73.67,4026332160.0,58831904.0,2019-05-28,88.96,2026-09-04,Yahoo Finance screener via yfinance
STNG,Scorpio Tankers Inc.,NYQ,USD,80.11,4012017152.0,62199807.0,2010-03-31,87.39,2026-09-04,Yahoo Finance screener via yfinance
SMR,NuScale Power Corporation,NYQ,USD,9.75,4001297920.0,314456590.0,2022-03-01,57.42,2026-09-04,Yahoo Finance screener via yfinance
QTWO,"Q2 Holdings, Inc.",NYQ,USD,64.08,3995688960.0,52022899.0,2014-03-20,85.19,2026-09-04,Yahoo Finance screener via yfinance
PRIM,Primoris Services Corporation,NYQ,USD,73.59,3992620544.0,132898757.0,2008-08-06,205.5,2026-09-04,Yahoo Finance screener via yfinance
LOPE,"Grand Canyon Education, Inc.",NMS,USD,152.45,3973614592.0,54072643.0,2008-11-20,223.04,2026-09-04,Yahoo Finance screener via yfinance
VKTX,"Viking Therapeutics, Inc.",NCM,USD,33.98,3963866624.0,77180303.0,2015-04-28,43.15,2026-09-04,Yahoo Finance screener via yfinance
WSBC,"WesBanco, Inc.",NMS,USD,41.31,3961872384.0,54622271.0,1987-05-08,43.02,2026-09-04,Yahoo Finance screener via yfinance
CVBF,CVB Financial Corp.,NMS,USD,22.48,3956422400.0,32761161.0,1983-04-04,23.41,2026-09-04,Yahoo Finance screener via yfinance
THO,"THOR Industries, Inc.",NYQ,USD,75.78,3944907520.0,51909603.0,1984-01-10,122.83,2026-09-04,Yahoo Finance screener via yfinance
BMI,"Badger Meter, Inc.",NYQ,USD,136.02,3942791168.0,61622229.0,1973-02-21,204.0,2026-09-04,Yahoo Finance screener via yfinance
IOVA,"Iovance Biotherapeutics, Inc.",NGM,USD,8.7,3940851200.0,143482340.0,2010-10-15,9.36,2026-09-04,Yahoo Finance screener via yfinance
GEI.TO,Gibson Energy Inc.,TOR,CAD,31.46,3937518869.0,15569442.0,2012-01-24,32.99,2026-09-04,Yahoo Finance screener via yfinance
AVNT,Avient Corporation,NYQ,USD,42.91,3935685888.0,38848182.0,1999-09-13,46.64,2026-09-04,Yahoo Finance screener via yfinance
INDB,Independent Bank Corp.,NMS,USD,82.88,3925950976.0,30140224.0,1986-05-14,87.5,2026-09-04,Yahoo Finance screener via yfinance
GNW,"Genworth Financial, Inc.",NYQ,USD,10.38,3922093824.0,30003058.0,2004-05-25,10.69,2026-09-04,Yahoo Finance screener via yfinance
ADPT,Adaptive Biotechnologies Corporation,NMS,USD,24.57,3921269760.0,71720960.0,2019-06-27,26.87,2026-09-04,Yahoo Finance screener via yfinance
PLNT,"Planet Fitness, Inc.",NYQ,USD,51.5,3906235136.0,98726890.0,2015-08-06,114.26,2026-09-04,Yahoo Finance screener via yfinance
ATMU,Atmus Filtration Technologies Inc.,NYQ,USD,47.85,3904345856.0,35480296.0,2023-05-26,66.5,2026-09-04,Yahoo Finance screener via yfinance
PLSE,"Pulse Biosciences, Inc.",NCM,USD,54.71,3902059776.0,22251870.0,2016-05-18,55.3333,2026-09-04,Yahoo Finance screener via yfinance
IRT,"Independence Realty Trust, Inc.",NYQ,USD,16.13,3898398208.0,45577251.0,2013-08-13,18.18,2026-09-04,Yahoo Finance screener via yfinance
SES.TO,SECURE Waste Infrastructure Corp.,TOR,CAD,24.62,3892578528.0,13266421.0,2010-03-30,25.07,2026-09-04,Yahoo Finance screener via yfinance
SRAD,Sportradar Group AG,NMS,USD,13.11,3879926016.0,33106696.0,2021-09-14,31.65,2026-09-04,Yahoo Finance screener via yfinance
ABG,"Asbury Automotive Group, Inc.",NYQ,USD,215.41,3867022336.0,53234058.0,2002-03-21,262.67,2026-09-04,Yahoo Finance screener via yfinance
IDYA,"IDEAYA Biosciences, Inc.",NMS,USD,39.97,3856685056.0,43184627.0,2019-05-23,42.68,2026-09-04,Yahoo Finance screener via yfinance
DORM,"Dorman Products, Inc.",NMS,USD,129.66,3847740672.0,37482372.0,1991-03-12,166.89,2026-09-04,Yahoo Finance screener via yfinance
TNGX,"Tango Therapeutics, Inc.",NGM,USD,22.76,3837572096.0,85610306.0,2020-09-03,34.39,2026-09-04,Yahoo Finance screener via yfinance
BBWI,"Bath & Body Works, Inc.",NYQ,USD,18.97,3825211392.0,110056656.0,1982-04-01,32.03,2026-09-04,Yahoo Finance screener via yfinance
SYNA,Synaptics Incorporated,NMS,USD,97.68,3819970304.0,95438537.0,2002-01-29,149.11,2026-09-04,Yahoo Finance screener via yfinance
POST,"Post Holdings, Inc.",NYQ,USD,84.26,3818881024.0,78124187.0,2012-01-27,117.28,2026-09-04,Yahoo Finance screener via yfinance
PFSI,"PennyMac Financial Services, Inc.",NYQ,USD,73.23,3804413696.0,41561174.0,2013-05-09,160.36,2026-09-04,Yahoo Finance screener via yfinance
EFR.TO,Energy Fuels Inc.,TOR,CAD,19.79,3799649696.0,10897272.0,1996-07-31,38.37,2026-09-04,Yahoo Finance screener via yfinance
TENB,"Tenable Holdings, Inc.",NMS,USD,34.49,3798728192.0,125918472.0,2018-07-26,43.67,2026-09-04,Yahoo Finance screener via yfinance
OLED,Universal Display Corporation,NMS,USD,82.64,3798699264.0,62436173.0,1996-04-11,153.38,2026-09-04,Yahoo Finance screener via yfinance
HHH,Howard Hughes Holdings Inc.,NYQ,USD,63.51,3792882944.0,26998292.0,2010-11-05,91.07,2026-09-04,Yahoo Finance screener via yfinance
RCUS,"Arcus Biosciences, Inc.",NYQ,USD,30.13,3789545216.0,39392836.0,2018-03-15,31.735,2026-09-04,Yahoo Finance screener via yfinance
AMLX,"Amylyx Pharmaceuticals, Inc.",NMS,USD,33.96,3783926528.0,84800905.0,2022-01-07,41.14,2026-09-04,Yahoo Finance screener via yfinance
PEY.TO,Peyto Exploration & Development Corp.,TOR,CAD,25.31,3774902510.0,11835046.0,1997-12-11,29.22,2026-09-04,Yahoo Finance screener via yfinance
WT,"WisdomTree, Inc.",NYQ,USD,24.87,3768106240.0,70121189.0,1993-03-04,25.89,2026-09-04,Yahoo Finance screener via yfinance
RNST,Renasant Corporation,NYQ,USD,41.2,3765863936.0,28073804.0,1992-04-24,44.54,2026-09-04,Yahoo Finance screener via yfinance
ATH.TO,Athabasca Oil Corporation,TOR,CAD,10.79,3765827490.0,14238819.0,2010-04-20,12.86,2026-09-04,Yahoo Finance screener via yfinance
JOE,The St. Joe Company,NYQ,USD,66.07,3761394944.0,16314004.0,1990-03-23,73.54,2026-09-04,Yahoo Finance screener via yfinance
BANF,BancFirst Corporation,NMS,USD,111.75,3754659584.0,18275372.0,1990-03-26,138.77,2026-09-04,Yahoo Finance screener via yfinance
ABCL,AbCellera Biologics Inc.,NMS,USD,11.57,3749227776.0,88503026.0,2020-12-11,12.58,2026-09-04,Yahoo Finance screener via yfinance
OTTR,Otter Tail Corporation,NMS,USD,89.27,3748052480.0,22139049.0,1973-02-21,95.09,2026-09-04,Yahoo Finance screener via yfinance
FSM,Fortuna Mining Corp.,NYQ,USD,12.66,3746820352.0,69230729.0,2007-01-08,13.85,2026-09-04,Yahoo Finance screener via yfinance
BRZE,"Braze, Inc.",NMS,USD,33.25,3745003008.0,80345167.0,2021-11-17,37.327,2026-09-04,Yahoo Finance screener via yfinance
SKYW,"SkyWest, Inc.",NMS,USD,96.24,3736837888.0,39115882.0,1986-06-26,123.67,2026-09-04,Yahoo Finance screener via yfinance
MWA,"Mueller Water Products, Inc.",NYQ,USD,23.9,3731403776.0,27335840.0,2006-05-26,31.0,2026-09-04,Yahoo Finance screener via yfinance
TA.TO,TransAlta Corporation,TOR,CAD,16.26,3729433477.0,25945090.0,1995-01-12,25.03,2026-09-04,Yahoo Finance screener via yfinance
MHO,"M/I Homes, Inc.",NYQ,USD,147.48,3728741376.0,35122509.0,1993-11-03,163.66,2026-09-04,Yahoo Finance screener via yfinance
AXTI,"AXT, Inc.",NMS,USD,56.2,3685214464.0,581310770.0,1998-05-21,143.16,2026-09-04,Yahoo Finance screener via yfinance
ERO,Ero Copper Corp.,NYQ,USD,35.32,3683969024.0,47457824.0,2017-10-20,40.83,2026-09-04,Yahoo Finance screener via yfinance
MSGE,Madison Square Garden Entertainment Corp.,NYQ,USD,77.8,3680347136.0,34547090.0,2023-04-17,90.41,2026-09-04,Yahoo Finance screener via yfinance
APLE,"Apple Hospitality REIT, Inc.",NYQ,USD,15.58,3678168576.0,44914974.0,2015-05-18,17.28,2026-09-04,Yahoo Finance screener via yfinance
OPCH,"Option Care Health, Inc.",NMS,USD,24.46,3663747072.0,60340863.0,1996-08-15,36.8,2026-09-04,Yahoo Finance screener via yfinance
JOYY,JOYY Inc.,NMS,USD,74.59,3652933376.0,23801371.0,2012-11-21,80.9,2026-09-04,Yahoo Finance screener via yfinance
TARS,"Tarsus Pharmaceuticals, Inc.",NMS,USD,83.205,3651284736.0,79179292.0,2020-10-16,85.25,2026-09-04,Yahoo Finance screener via yfinance
IPAR,"Interparfums, Inc.",NMS,USD,114.01,3651259136.0,32605720.0,1988-02-04,129.29,2026-09-04,Yahoo Finance screener via yfinance
NMRK,"Newmark Group, Inc.",NMS,USD,14.915,3650236416.0,20595124.0,2017-12-15,19.835,2026-09-04,Yahoo Finance screener via yfinance
DNLI,Denali Therapeutics Inc.,NMS,USD,22.8,3644520704.0,37809924.0,2017-12-08,27.3,2026-09-04,Yahoo Finance screener via yfinance
LBTYA,Liberty Global Ltd.,NMS,USD,10.66,3635993344.0,23808588.0,2004-06-03,13.52,2026-09-04,Yahoo Finance screener via yfinance
OGN,Organon & Co.,NYQ,USD,13.77,3616132096.0,37111389.0,2021-05-14,13.785,2026-09-04,Yahoo Finance screener via yfinance
FA,First Advantage Corporation,NMS,USD,21.02,3610262784.0,45663007.0,2021-06-23,25.15,2026-09-04,Yahoo Finance screener via yfinance
PLMR,"Palomar Holdings, Inc.",NMS,USD,136.12,3607706880.0,37160896.0,2019-04-17,147.62,2026-09-04,Yahoo Finance screener via yfinance
WDO.TO,Wesdome Gold Mines Ltd.,TOR,CAD,34.59,3600416189.0,16716694.0,1996-08-13,36.47,2026-09-04,Yahoo Finance screener via yfinance
VCYT,"Veracyte, Inc.",NGM,USD,44.67,3591053568.0,60312764.0,2013-10-30,60.91,2026-09-04,Yahoo Finance screener via yfinance
CSTM,Constellium SE,NYQ,USD,26.48,3588774144.0,45264435.0,2013-05-23,36.99,2026-09-04,Yahoo Finance screener via yfinance
NIC,"Nicolet Bankshares, Inc.",NYQ,USD,170.87,3581009920.0,47514163.0,2013-05-17,180.0,2026-09-04,Yahoo Finance screener via yfinance
TPZ.TO,Topaz Energy Corp.,TOR,CAD,31.89,3580895781.0,11601102.0,2020-10-20,33.91,2026-09-04,Yahoo Finance screener via yfinance
LXP,LXP Industrial Trust,NYQ,USD,60.72,3579885056.0,42670251.0,1993-10-22,61.61,2026-09-04,Yahoo Finance screener via yfinance
FIBK,"First Interstate BancSystem, Inc.",NMS,USD,37.48,3572016640.0,40589303.0,2010-03-24,40.6,2026-09-04,Yahoo Finance screener via yfinance
LRN,"Stride, Inc.",NYQ,USD,85.8,3565834752.0,79043936.0,2007-12-13,166.93,2026-09-04,Yahoo Finance screener via yfinance
SBLK,Star Bulk Carriers Corp.,NMS,USD,31.87,3558967040.0,43102454.0,2007-12-03,32.4,2026-09-04,Yahoo Finance screener via yfinance
AWR,American States Water Company,NYQ,USD,89.65,3553333760.0,27826553.0,1973-02-21,91.72,2026-09-04,Yahoo Finance screener via yfinance
CALM,"Cal-Maine Foods, Inc.",NMS,USD,76.03,3551056640.0,68365264.0,1996-12-12,115.49,2026-09-04,Yahoo Finance screener via yfinance
MGNI,"Magnite, Inc.",NMS,USD,24.63,3532536832.0,72382127.0,2014-04-02,26.19,2026-09-04,Yahoo Finance screener via yfinance
NHI,"National Health Investors, Inc.",NYQ,USD,71.91,3531531264.0,41025518.0,1991-10-09,91.38,2026-09-04,Yahoo Finance screener via yfinance
KNF,Knife River Corporation,NYQ,USD,62.13,3526711296.0,43558225.0,2023-06-06,96.28,2026-09-04,Yahoo Finance screener via yfinance
WSC,WillScot Holdings Corporation,NCM,USD,19.46,3525975808.0,47000668.0,2015-11-05,29.77,2026-09-04,Yahoo Finance screener via yfinance
KAI,Kadant Inc.,NYQ,USD,297.56,3513920768.0,42027672.0,1992-11-03,354.07,2026-09-04,Yahoo Finance screener via yfinance
SA,Seabridge Gold Inc.,NYQ,USD,32.57,3513365504.0,25269434.0,2004-04-20,40.06,2026-09-04,Yahoo Finance screener via yfinance
TRMD,TORM plc,NMS,USD,34.18,3499682816.0,24222409.0,2018-02-23,35.33,2026-09-04,Yahoo Finance screener via yfinance
KXS.TO,Kinaxis Inc.,TOR,CAD,177.14,3492329405.0,12723524.0,2014-06-10,192.14,2026-09-04,Yahoo Finance screener via yfinance
FOUR,"Shift4 Payments, Inc.",NYQ,USD,44.19,3489247488.0,75572236.0,2020-06-05,89.55,2026-09-04,Yahoo Finance screener via yfinance
FRSH,Freshworks Inc.,NMS,USD,13.36,3485901312.0,205596773.0,2021-09-22,13.99,2026-09-04,Yahoo Finance screener via yfinance
HIW,"Highwoods Properties, Inc.",NYQ,USD,31.01,3483150336.0,51727781.0,1994-06-08,35.44,2026-09-04,Yahoo Finance screener via yfinance
HNI,HNI Corporation,NYQ,USD,48.23,3481328128.0,31867731.0,1980-03-17,52.79,2026-09-04,Yahoo Finance screener via yfinance
PII,Polaris Inc.,NYQ,USD,61.09,3476236288.0,51212419.0,1987-09-16,77.98,2026-09-04,Yahoo Finance screener via yfinance
CRVL,CorVel Corporation,NMS,USD,68.68,3469478144.0,13267534.0,1991-06-28,93.45,2026-09-04,Yahoo Finance screener via yfinance
BELFB,Bel Fuse Inc.,NMS,USD,239.89,3463879680.0,64038636.0,1998-07-10,335.29,2026-09-04,Yahoo Finance screener via yfinance
BTE,Baytex Energy Corp.,NYQ,USD,4.95,3461039872.0,85331461.0,2006-04-03,5.36,2026-09-04,Yahoo Finance screener via yfinance
TOWN,TowneBank,NMS,USD,37.41,3458078208.0,24249910.0,1999-05-05,39.03,2026-09-04,Yahoo Finance screener via yfinance
BFAM,Bright Horizons Family Solutions Inc.,NYQ,USD,71.09,3457483520.0,60813585.0,2013-01-25,117.25,2026-09-04,Yahoo Finance screener via yfinance
SMG,The Scotts Miracle-Gro Company,NYQ,USD,59.29,3451879936.0,55206579.0,1992-01-31,75.34,2026-09-04,Yahoo Finance screener via yfinance
FFBC,First Financial Bancorp.,NMS,USD,32.83,3446130688.0,31957937.0,1983-12-21,36.25,2026-09-04,Yahoo Finance screener via yfinance
AB,AllianceBernstein Holding L.P.,NYQ,USD,37.02,3445644544.0,10607933.0,1988-04-14,44.11,2026-09-04,Yahoo Finance screener via yfinance
NMIH,"NMI Holdings, Inc.",NGM,USD,45.39,3414138112.0,23799702.0,2013-11-08,46.74,2026-09-04,Yahoo Finance screener via yfinance
VAC,Marriott Vacations Worldwide Corporation,NYQ,USD,99.21,3412359680.0,48463093.0,2011-11-08,131.34,2026-09-04,Yahoo Finance screener via yfinance
ACLS,"Axcelis Technologies, Inc.",NMS,USD,110.37,3408389888.0,56152062.0,2000-07-11,193.78,2026-09-04,Yahoo Finance screener via yfinance
FSK,FS KKR Capital Corp.,NYQ,USD,12.33,3407275776.0,30090021.0,2014-04-16,18.21,2026-09-04,Yahoo Finance screener via yfinance
LEU,Centrus Energy Corp.,NYQ,USD,170.46,3401164288.0,130638498.0,1998-07-23,464.25,2026-09-04,Yahoo Finance screener via yfinance
WIX,Wix.com Ltd.,NMS,USD,81.2,3398180352.0,130339885.0,2013-11-06,190.93,2026-09-04,Yahoo Finance screener via yfinance
EXK,Endeavour Silver Corp.,NYQ,USD,11.47,3396777216.0,87159245.0,2006-04-26,15.15,2026-09-04,Yahoo Finance screener via yfinance
DAN,Dana Incorporated,NYQ,USD,31.52,3390817024.0,53802118.0,2008-01-02,39.56,2026-09-04,Yahoo Finance screener via yfinance
GPI,"Group 1 Automotive, Inc.",NYQ,USD,284.33,3389846016.0,58248128.0,1997-10-30,488.39,2026-09-04,Yahoo Finance screener via yfinance
GPCR,Structure Therapeutics Inc.,NGM,USD,47.34,3375808512.0,35201693.0,2023-02-03,94.9,2026-09-04,Yahoo Finance screener via yfinance
SII,Sprott Inc.,NYQ,USD,130.96,3369951744.0,25694745.0,2010-02-22,169.63,2026-09-04,Yahoo Finance screener via yfinance
BTU,Peabody Energy Corporation,NYQ,USD,27.64,3369315840.0,70717327.0,2017-04-03,41.14,2026-09-04,Yahoo Finance screener via yfinance
GBDC,"Golub Capital BDC, Inc.",NMS,USD,12.97,3367681024.0,14409916.0,2010-04-15,14.85,2026-09-04,Yahoo Finance screener via yfinance
FSLY,"Fastly, Inc.",NMS,USD,21.12,3364416256.0,118425437.0,2019-05-17,34.82,2026-09-04,Yahoo Finance screener via yfinance
QS,QuantumScape Corporation,NMS,USD,5.45,3352540672.0,124189428.0,2020-08-17,19.07,2026-09-04,Yahoo Finance screener via yfinance
ASH,Ashland Inc.,NYQ,USD,73.2,3352074496.0,64193399.0,1980-03-17,78.25,2026-09-04,Yahoo Finance screener via yfinance
SXI,Standex International Corporation,NYQ,USD,276.37,3349456384.0,46992573.0,1973-02-21,363.89,2026-09-04,Yahoo Finance screener via yfinance
AD,"Array Digital Infrastructure, Inc.",NYQ,USD,38.73,3349329664.0,10924261.0,1988-05-04,60.82,2026-09-04,Yahoo Finance screener via yfinance
FRPT,"Freshpet, Inc.",NGM,USD,69.68,3348686592.0,95402024.0,2014-11-07,86.0,2026-09-04,Yahoo Finance screener via yfinance
CBU,"Community Financial System, Inc.",NYQ,USD,63.49,3340583936.0,18432417.0,1985-11-26,71.11,2026-09-04,Yahoo Finance screener via yfinance
AGO,Assured Guaranty Ltd.,NYQ,USD,75.82,3334503424.0,27798493.0,2004-04-23,92.4,2026-09-04,Yahoo Finance screener via yfinance
EXPO,"Exponent, Inc.",NMS,USD,70.05,3330603264.0,37327333.0,1990-08-17,81.95,2026-09-04,Yahoo Finance screener via yfinance
SBCF,Seacoast Banking Corporation of Florida,NMS,USD,34.38,3328768000.0,34964769.0,1984-02-02,36.27,2026-09-04,Yahoo Finance screener via yfinance
CXW,"CoreCivic, Inc.",NYQ,USD,33.66,3328754688.0,49180626.0,1997-07-15,34.86,2026-09-04,Yahoo Finance screener via yfinance
LBRT,Liberty Energy Inc.,NYQ,USD,20.38,3325841152.0,89147663.0,2018-01-11,34.478,2026-09-04,Yahoo Finance screener via yfinance
ZIM,ZIM Integrated Shipping Services Ltd.,NYQ,USD,27.59,3325137664.0,39039629.0,2021-01-28,29.97,2026-09-04,Yahoo Finance screener via yfinance
USLM,"United States Lime & Minerals, Inc.",NMS,USD,115.83,3322973184.0,24911095.0,1980-03-17,141.44,2026-09-04,Yahoo Finance screener via yfinance
SFNC,Simmons First National Corporation,NMS,USD,22.98,3320926976.0,33078055.0,1985-03-14,24.32,2026-09-04,Yahoo Finance screener via yfinance
HTGC,"Hercules Capital, Inc.",NYQ,USD,17.72,3316546048.0,26703296.0,2005-06-09,19.62,2026-09-04,Yahoo Finance screener via yfinance
LION,Lionsgate Studios Corp.,NYQ,USD,11.1,3302912512.0,32482418.0,2022-03-01,16.7,2026-09-04,Yahoo Finance screener via yfinance
RXO,"RXO, Inc.",NYQ,USD,20.0,3298522624.0,37752760.0,2022-10-27,29.9,2026-09-04,Yahoo Finance screener via yfinance
INTA,"Intapp, Inc.",NMS,USD,43.11,3298395904.0,34485974.0,2021-06-30,47.93,2026-09-04,Yahoo Finance screener via yfinance
OSIS,"OSI Systems, Inc.",NMS,USD,206.62,3293929472.0,51278125.0,1997-10-02,311.72,2026-09-04,Yahoo Finance screener via yfinance
AAMI,Acadian Asset Management Inc.,NYQ,USD,92.24,3273609216.0,43765021.0,2014-10-09,98.52,2026-09-04,Yahoo Finance screener via yfinance
BKU,"BankUnited, Inc.",NYQ,USD,45.9,3269560320.0,41426127.0,2011-01-28,52.11,2026-09-04,Yahoo Finance screener via yfinance
BATRK,"Atlanta Braves Holdings, Inc.",NMS,USD,50.78,3258445568.0,29506582.0,2016-04-18,54.46,2026-09-04,Yahoo Finance screener via yfinance
FG,"F&G Annuities & Life, Inc.",NYQ,USD,24.87,3256358656.0,15855247.0,2022-11-22,35.6,2026-09-04,Yahoo Finance screener via yfinance
DHT,"DHT Holdings, Inc.",NYQ,USD,20.19,3255346176.0,66518257.0,2005-10-13,20.62,2026-09-04,Yahoo Finance screener via yfinance
HGV,Hilton Grand Vacations Inc.,NYQ,USD,41.86,3253532672.0,50391696.0,2017-01-04,55.4,2026-09-04,Yahoo Finance screener via yfinance
IPGP,IPG Photonics Corporation,NMS,USD,76.46,3252190976.0,35573091.0,2006-12-13,155.82,2026-09-04,Yahoo Finance screener via yfinance
BTDR,Bitdeer Technologies Group,NCM,USD,11.91,3236926464.0,142782201.0,2021-07-28,27.8,2026-09-04,Yahoo Finance screener via yfinance
CLSK,"CleanSpark, Inc.",NCM,USD,12.58,3230758656.0,270288068.0,2016-11-16,23.61,2026-09-04,Yahoo Finance screener via yfinance
AGYS,"Agilysys, Inc.",NMS,USD,114.15,3219690752.0,36406659.0,1980-03-17,145.25,2026-09-04,Yahoo Finance screener via yfinance
